sessionId,gameType,deviceType,durationMs,totalMoves,totalClicks,avgSpeed,maxSpeed,medianSpeed,speedStd,speedP95,avgAccel,maxAccel,accelStd,jerkStd,avgJerk,numDirectionChanges,directionChangeRate,smallJitterRatio,pathEfficiency,totalDistance,numPausesOver200ms,pauseTimeRatio,avgPauseDuration,overshootEvents,clickAccuracy,avgClickDistance,controlSmoothnessScore,curvatureVariance,avgInterMoveTime,interMoveTimeStd
"train_0","archery","trackpad",10887.980756823144,322,6,199.76254518708586,1953.0921097284684,152.87397139847351,229.66054882729736,379.526982758284,10517.859740067272,131794.11600689605,19314.477675128426,1155167.5706868626,582301.6530581461,293,26.910407590166468,0.33125,0.4264913117141512,1087.6912474259636,16,0.5438270380185063,376.1984464867493,162,1,0,0.01688328902742109,0,34.480309224416494,81.2943276432533
"train_1","bubble-pop","mouse",8994.895757962837,315,4,192.15820826558252,1482.4048229633852,166.7844895429908,188.5477059237301,340.81578438407445,8528.911976848703,92864.55689130446,14416.451493594097,841852.4296547701,474112.62503710564,279,31.017591254797143,0.3354632587859425,0.41993919619233977,1032.5223373607157,11,0.4376971420555733,357.8806635970434,152,0.75,0,0.020656350367300402,0,28.64359735222503,65.23991773548859
"train_2","bubble-pop","touch",14247.97466084031,471,6,165.7518484852931,1274.9980762135542,151.77333394084548,118.45775198109231,330.35480072218087,6367.634505477453,78746.73523262492,7947.7502899835745,474197.0614990952,328215.5588648372,441,30.95176756680103,0.3795309168443497,0.22674850272423716,1334.2574112155557,19,0.47092043859147603,352.82118692850406,272,0.6666666666666666,0,0.02956694255451553,0,30.287460436182176,68.02531628380899
"train_3","mini-golf","mouse",5912.852167075497,215,3,209.37457386657326,2008.667178607075,162.13962133591485,255.36366027391037,357.2236066084998,10465.60388172081,114212.22984513361,19338.048972976994,1136592.7607973923,561198.7007361611,180,30.442161399247055,0.3145539906103286,0.5996895551263813,763.5955242474411,7,0.38933824607951917,313.7010021139921,85,0.6666666666666666,0,0.017507042623017166,0,26.355611954456947,54.711385285590914
"train_4","bubble-pop","trackpad",12757.978643241375,468,6,183.50942975445915,1691.2940845733594,153.84566333569853,175.13888493921553,331.669751377827,8603.6355118352,109222.62810244957,13629.3397324712,828051.4812247303,453119.41650564066,420,32.92057556645134,0.34549356223175964,0.4047036262576602,1439.5926808500637,16,0.41695066731110525,334.617645660013,222,0.3333333333333333,0,0.021592702969468802,0,27.495857481965572,60.1270184206848
"train_5","archery","mouse",7970.692921999551,268,8,209.7810477319306,2160.366621773222,159.93877702924806,260.95273937275556,373.7984212408333,11240.282342439788,140998.7229757381,21229.521924628018,1288174.697665072,622499.7060263362,241,30.235765241291222,0.3233082706766917,0.478832501032728,944.8396034580726,9,0.4600892059872483,407.39831031481634,131,1,0,0.015810284028153543,0,29.84753203352304,71.24245833707626
"train_6","mini-golf","trackpad",8505.570972839781,323,8,193.93400509269446,1953.8130743892466,163.3549022278141,199.13842682065268,345.6700801303516,8575.82106501496,123879.46020162084,16027.435250844705,969974.9279485841,452869.90063236223,300,35.271000730928954,0.34890965732087226,0.4002336604376321,1049.6019857046174,10,0.3933206552920597,334.1043475607404,169,1,0,0.02160434278906065,0,26.38028609818421,57.000149404750246
"train_7","bubble-pop","trackpad",10393.594906528711,367,8,181.7979618868365,1682.09867979425,160.09437099395927,168.65841622252225,318.72733182125415,7847.160717192983,105409.6778059737,13313.120130486874,808791.0159314326,409144.96390156326,334,32.13517584663596,0.34794520547945207,0.37343249359322467,1138.2784415949034,12,0.4317514324615951,373.7209476170962,202,1,0,0.023858094123131335,0,28.380093040226996,65.01539484177457
"train_8","bubble-pop","mouse",6369.879794822713,213,9,229.3504658725203,2806.6188361159534,175.6595812422916,357.8763358471067,340.3575321590001,13460.55526453645,181676.08281750727,28914.48395358263,1708820.3976361186,708517.8537175194,185,29.04293424035468,0.22274881516587677,0.6577999412833615,839.5710222242009,9,0.4903539579974715,361.8651951151462,76,0.8888888888888888,0,0.013917538650238481,0,31.32880122382085,71.01262882177804
"train_9","bubble-pop","touch",5859.640460130444,229,6,202.7131289323399,2540.239264012878,153.82075704649912,281.77357737501194,354.0797795043736,10463.632737670623,144541.11404336858,20302.2837146481,1190759.0052764392,513467.9961534771,200,34.1317869860479,0.2775330396475771,0.5660992355964807,801.0339712037331,5,0.3541827457112426,414.20944682611554,107,0.8333333333333334,0,0.019103364624927455,0,25.646479424998077,59.27625589360424
