sessionId,gameType,deviceType,durationMs,totalMoves,totalClicks,avgSpeed,maxSpeed,medianSpeed,speedStd,speedP95,avgAccel,maxAccel,accelStd,jerkStd,avgJerk,numDirectionChanges,directionChangeRate,smallJitterRatio,pathEfficiency,totalDistance,numPausesOver200ms,pauseTimeRatio,avgPauseDuration,overshootEvents,clickAccuracy,avgClickDistance,controlSmoothnessScore,curvatureVariance,avgInterMoveTime,interMoveTimeStd
"train_0","archery","trackpad",13209.1939139864,533,4,178.80308896436338,1393.1080393007815,157.23371491901813,157.58213513264187,331.12247567822135,7842.616430246004,84206.81592109626,12313.931816573715,720041.325562257,399281.69787548,488,36.94396517892639,0.3389830508474576,0.3603877306150151,1612.06018191619,12,0.34003121127656466,374.0823621403895,272,1,0,0.024433049539983154,0,24.815216187143662,54.9976121006798
"train_1","mini-golf","trackpad",5181.228195061624,195,8,239.06512312399738,2659.339710505691,180.70739112147368,329.6678133805276,371.68913338721524,13422.197974822047,172432.77677149003,27491.66711713532,1615192.0416397515,698824.7335438054,165,31.845731125540112,0.18652849740932642,0.6240784383611769,788.5904118548405,6,0.3979782092748324,343.6891459578192,84,0.875,0,0.014107859851340776,0,26.7089025666976,57.96141989405696
"train_2","mini-golf","trackpad",12619.57361276979,544,3,169.21830674039234,939.4107573259195,160.12243348935678,109.090994698422,320.7857215141583,6045.984231751341,57492.81448830084,7657.623050428309,458764.1492663974,306016.19094474794,494,39.14553812659088,0.36531365313653136,0.2525722813012929,1546.8945841680409,11,0.2943155977428125,337.28000201243617,298,1,0,0.031643948273993305,0,23.215079138987942,46.780271941616405
"train_3","mini-golf","trackpad",5209.161262601511,218,6,219.274053075381,3703.6970401610033,177.97831839042863,320.6516442279339,372.5329878648003,12210.232109755647,239059.64598522426,26807.353017970363,1597800.9025429368,591126.9325321348,187,35.898293520406426,0.23148148148148148,0.6396789719738297,802.8816949265647,5,0.33279128658115764,353.9544537905861,96,0.8333333333333334,0,0.01663542167022336,0,24.506749138791065,52.742267518133794
"train_4","mini-golf","mouse",6845.750531562902,299,6,192.1743246861135,2547.508535686379,165.45065379458447,208.71077146706642,358.10377412209635,8932.05269775051,161564.9293788787,16079.256604187603,876642.9383648102,442637.7237741252,267,39.00229766903925,0.265993265993266,0.4952922714108757,982.104663129572,5,0.2823978255117979,386.06524378575085,144,1,0,0.022092723329861452,0,22.937870536950253,48.61077250588678
"train_5","bubble-pop","trackpad",9427.286204074337,266,3,213.8213306099024,1699.9853667889313,164.58821526947935,247.14117861969893,369.17024744733817,11460.196685930436,109664.40400077941,19945.28617911169,1137724.7002548,583812.8485485442,237,25.13979048366772,0.25,0.4994596853321176,1007.7895004035311,14,0.5635742885033319,387.0395478478113,135,1,0,0.01684032271184932,0,36.28159189701709,84.83363587990249
"train_6","bubble-pop","trackpad",10785.94347961845,368,4,204.87010358145676,2244.848952272927,165.6311305597278,254.03676894521433,337.39370809867233,10275.707207972157,153263.05870414592,21622.34173889336,1366000.4367529685,600055.2106530681,325,30.131810037214915,0.2978142076502732,0.4963481697625733,1287.2960554995598,13,0.4546399553959899,377.061748453486,182,1,0,0.016391958998751788,0,29.377995817653645,68.57847883816274
"train_7","bubble-pop","touch",11227.778019461328,402,3,187.66057171628057,2076.54889479976,156.82620995545753,195.3611046661617,346.4459345351923,8927.736092643063,144350.49851251734,15804.196763214783,976090.5658867483,491978.82565989334,371,33.043047284773394,0.36,0.4275046245500893,1261.7204247192071,14,0.4317425834795517,345.81860995776634,195,1,0,0.019921158998796762,0,27.964505103989442,62.63003716174375
"train_8","archery","touch",14476.43739437792,575,5,172.99127649178132,1333.0417025131628,155.25805351548047,136.70900429576528,312.8540458318312,7110.861915501641,89154.58846992803,10260.281208310102,615090.4421022919,363150.59993058426,533,36.81845094062965,0.34205933682373474,0.3140630505287973,1684.6256784096568,14,0.35385644354580936,367.2166311375813,302,0.6,0,0.02679883136154748,0,25.311120828348308,55.27058363845435
"train_9","archery","mouse",11559.62540509565,447,7,182.73331801592826,1750.3297387163266,162.95510919906542,168.60627520498724,315.7863543556814,7886.0041441412795,107134.49574380934,13169.284692146362,798511.2229280372,389542.39365858183,414,35.81430933025761,0.3438202247191011,0.36592775532361554,1382.4184148233246,12,0.38856909674021173,382.8152669720764,241,1,0,0.02502863315311976,0,26.50741509416068,60.785108918994325
"train_10","archery","touch",9906.670464745073,355,7,186.62352064687332,1738.3526771443155,172.9644592145019,168.26769866916666,327.383129069976,8026.062493920771,119392.17665446804,13381.118347972939,837434.3131366622,435250.3497307601,326,32.907120627474,0.28611898016997167,0.35541723493697597,1133.2859095096255,11,0.42029496713513215,379.4006862237531,191,0.8571428571428571,0,0.022459274891186376,0,28.050031006604137,64.73778130646132
"train_11","archery","touch",12021.810791501215,458,6,172.09598303239838,1216.1756049188966,156.58871627317387,123.60270429760175,317.12816589251685,6477.625889875721,78211.33807972031,8617.648183882746,518113.0342842127,338934.58145984466,419,34.85331846149258,0.3684210526315789,0.269295458326534,1327.1102451067995,11,0.3818235033788697,417.21987808992094,250,0.8333333333333334,0,0.028658667072099298,0,26.301397127974624,62.70481871565817
