sessionId,gameType,deviceType,durationMs,totalMoves,totalClicks,avgSpeed,maxSpeed,medianSpeed,speedStd,speedP95,avgAccel,maxAccel,accelStd,jerkStd,avgJerk,numDirectionChanges,directionChangeRate,smallJitterRatio,pathEfficiency,totalDistance,numPausesOver200ms,pauseTimeRatio,avgPauseDuration,overshootEvents,clickAccuracy,avgClickDistance,controlSmoothnessScore,curvatureVariance,avgInterMoveTime,interMoveTimeStd
"train_0","archery","touch",14674.080532030737,552,8,179.7000628579597,1147.507903977503,164.0928092703356,138.46952453439548,332.87306769392393,7457.653230903774,73635.07136873927,10100.30213259883,611831.4354407182,387600.55845768773,518,35.300337821460374,0.33454545454545453,0.29811677373416345,1675.394047396594,16,0.39222696226309994,359.53892867634653,310,0.875,0,0.025150870106396495,0,26.618088177697782,59.68838966421127
"train_1","mini-golf","mouse",11224.765114724036,345,9,190.05181418725925,1638.3008422266244,154.5913234317632,207.62826434243885,337.80515637711613,9348.82455323982,96339.70800756536,15908.629890837148,921841.0949015652,472031.7915193424,308,27.439326957138938,0.3498542274052478,0.4207644917906177,1137.6666255799023,15,0.5058568257865387,377.9588416201307,176,0.8888888888888888,0,0.020745519644006172,0,32.579897319983594,75.41152554795094
"train_2","bubble-pop","trackpad",10515.838050180791,338,6,173.3919750576837,1346.5084004424193,148.14805935785802,149.4713096680841,333.71823455007416,7926.506384988672,87862.55288930512,11550.443362623375,678903.2447831505,402951.3119581354,318,30.240100549526137,0.3541666666666667,0.30588623614103433,1026.5127175572748,14,0.4925368825130219,369.5974019653053,175,0.6666666666666666,0,0.024215929845535333,0,31.173695383091438,73.13104414270818
"train_3","mini-golf","trackpad",14379.224496054965,573,8,173.86161519536398,1208.7311784788476,157.41384595791328,133.27389301113308,325.6624455042811,6851.714313934833,73919.84215416932,9304.800153263419,545979.4809687156,347740.693088869,530,36.858733247082206,0.36952714535901926,0.3137945223964845,1680.1852661833632,14,0.3541325718620294,363.3496165183732,314,0.75,0,0.027953207988882123,0,25.112551453563185,55.269896766151106
"train_4","archery","mouse",13457.553179710521,495,6,177.25780475167318,1222.705096938988,162.5236076704128,130.51025892762445,335.14552158784784,6987.068823774068,78821.83244155919,9410.998785412701,551006.9762652523,366139.9100978328,451,33.512778584442586,0.3144016227180527,0.28496854845548164,1498.7775117587448,16,0.40727223373032834,342.3228238442195,270,0.8333333333333334,0,0.026585852050102887,0,27.223507992139833,60.18610228471148
"train_5","mini-golf","mouse",7893.916140149722,327,7,209.68042969423942,2796.8534311922945,173.1061584250878,278.19232510783604,355.49789313201813,10906.810019066783,182479.62596700297,22937.555902066524,1384025.9697896398,536605.7621374098,289,36.610472529610455,0.23076923076923078,0.5671153392170614,1166.433358303885,7,0.32987341328998093,371.2814764882872,136,0.8571428571428571,0,0.01829472115496311,0,24.167760483862775,54.08320752500942
"train_6","mini-golf","mouse",14863.063670659449,605,8,166.57941109189545,1301.3988001839143,158.67238506594316,114.42075401681245,319.3159125313487,6409.503082479044,88466.86014765143,8023.086980998246,457035.27442944486,321317.6018357759,559,37.61001179746666,0.36650082918739635,0.2203213608317633,1706.5348812149664,13,0.3351387051445153,382.9064749313465,341,1,0,0.03018251956609508,0,24.59090639236757,54.28754253228998
"train_7","mini-golf","mouse",11155.937258957727,474,3,171.81251323041965,1206.5238001185219,158.58864848340718,115.4176007301105,312.69028406224294,6445.130825552607,64916.20527664364,7675.431693811687,448917.9165197826,307883.56122276036,430,38.54449787755206,0.3411016949152542,0.30990398666504226,1383.9877279634798,11,0.3227912959387032,332.62593565962004,245,0.3333333333333333,0,0.031458059553423734,0,23.96436017058544,50.03119886761781
"train_8","mini-golf","mouse",9630.429702220066,294,3,222.82595090602783,2358.3323382823237,164.19996521745853,310.3852178327409,386.70891714485134,12386.56692515106,158095.46584251567,24524.321322671905,1502297.1936364006,652100.0577700686,267,27.724619591839136,0.2773972602739726,0.5354638655589754,1108.244737935237,12,0.5191294614666916,421.5709011321044,156,0.6666666666666666,0,0.015103457374221807,0,33.25895314564487,81.54559558455645
"train_9","archery","trackpad",9398.13126256994,356,8,180.22499228161718,1583.4741787844312,157.36347359951077,169.964870269338,326.3207194812385,7950.631730086791,100369.40980017616,13414.559550539085,803198.6911769643,415257.30381974805,319,33.942918127828825,0.3446327683615819,0.4411379444385541,1110.7753219850226,10,0.3893642623574221,365.87486533360135,176,0.75,0,0.02351517518965096,0,26.46964611582277,59.39931880821277
